date,, spi3, spi6,,1,3,6
2/1/1962,-0.4,-1.38,-0.01,-0.4,-0.395325266,-1.379164425,-0.014587677
3/1/1962,-0.14,-0.75,-1.36,-0.14,-0.142184189,-0.751620743,-1.362636587
4/1/1962,-0.97,-1.1,-1.51,-0.97,-0.968094973,-1.10244979,-1.50717242
5/1/1962,1.45,0.67,0.35,1.45,1.454846867,0.671592171,0.350711891
6/1/1962,1.99,1.86,1.49,1.99,1.990723409,1.857292833,1.49463265
7/1/1962,0.71,2.1,1.56,0.71,0.709717368,2.100145678,1.560361209
8/1/1962,-2.24,1.17,1.28,-2.24,-2.241952741,1.168333885,1.284239903
9/1/1962,0.41,-0.06,1.39,0.41,0.410222507,-0.059181022,1.392989107
10/1/1962,0.35,-0.67,1.66,0.35,0.351458551,-0.665789557,1.655494645
11/1/1962,-0.83,0.12,0.97,-0.83,-0.828651688,0.115756328,0.968040728
12/1/1962,0.33,-0.09,-0.17,0.33,0.328188377,-0.086705253,-0.173351014
1/1/1963,1.09,0.12,-0.68,1.09,1.09093068,0.117542598,-0.678967169
2/1/1963,-0.09,0.51,0.2,-0.09,-0.089068729,0.513648766,0.202196029
3/1/1963,-0.08,0.15,-0.11,-0.08,-0.078001636,0.154919838,-0.110328385
4/1/1963,-0.91,-0.94,-0.76,-0.91,-0.91008993,-0.943338992,-0.758187427
5/1/1963,-1.98,-2.04,-1.61,-1.98,-1.978653459,-2.043140819,-1.608187964
6/1/1963,0.73,-1,-0.89,0.73,0.726469526,-1.0001296,-0.892032231
7/1/1963,-0.3,-0.71,-1.1,-0.3,-0.304159875,-0.711347099,-1.098314541
8/1/1963,1.67,0.88,-0.39,1.67,1.671297371,0.875764887,-0.390765666
9/1/1963,1.82,1.69,0.63,1.82,1.81801206,1.690923418,0.630075531
10/1/1963,0.25,2.32,0.91,0.25,0.253198796,2.315889663,0.905624984
11/1/1963,-0.13,1.58,1.54,-0.13,-0.127683594,1.584896131,1.544495264
12/1/1963,0.3,0.02,1.52,0.3,0.299984306,0.018743694,1.517239525
1/1/1964,-1.24,-0.67,2.16,-1.24,-1.23679973,-0.671003876,2.163128127
2/1/1964,0.1,-0.45,1.47,0.1,0.102306728,-0.454975941,1.467554541
3/1/1964,-0.47,-0.9,-0.69,-0.47,-0.473107038,-0.895679498,-0.68796857
4/1/1964,0.97,0.49,0.16,0.97,0.972891486,0.494852115,0.155339304
5/1/1964,0.19,0.39,0.21,0.19,0.189290426,0.390565538,0.208901003
6/1/1964,0.68,0.82,0.46,0.68,0.683521924,0.815927693,0.462325484
7/1/1964,-0.14,0.21,0.33,-0.14,-0.137470395,0.206632792,0.328314965
8/1/1964,-1.48,-0.3,-0.04,-1.48,-1.475739979,-0.299383913,-0.039666141
9/1/1964,0.63,-0.48,0.26,0.63,0.632432462,-0.478330417,0.259799053
10/1/1964,-1.72,-1,-0.38,-1.72,-1.72154438,-1.001365659,-0.376727948
11/1/1964,-0.51,-0.36,-0.53,-0.51,-0.511804411,-0.358809668,-0.526843421
12/1/1964,-0.32,-2.09,-1.15,-0.32,-0.323941925,-2.089860044,-1.150432517
1/1/1965,0.88,-0.19,-1.13,0.88,0.875744809,-0.191754658,-1.131932893
2/1/1965,0.01,0.16,-0.42,0.01,0.009801761,0.164769986,-0.422794712
3/1/1965,-1.12,-0.44,-1.85,-1.12,-1.117589321,-0.440902036,-1.846945078
4/1/1965,-0.39,-0.95,-0.92,-0.39,-0.392506156,-0.952958485,-0.915452807
5/1/1965,0.16,-0.52,-0.49,0.16,0.160786764,-0.518002688,-0.485979791
6/1/1965,1.38,0.69,0.44,1.38,1.381873452,0.688474498,0.439952477
7/1/1965,1.7,1.72,1.22,1.7,1.696402303,1.724180349,1.222914042
8/1/1965,-0.09,1.89,1.23,-0.09,-0.087897307,1.89363511,1.228147667
9/1/1965,1.18,1.84,1.78,1.18,1.181297653,1.842113968,1.77796358
10/1/1965,0.28,0.82,1.9,0.28,0.275436467,0.815484043,1.904495677
11/1/1965,-0.78,0.84,1.94,-0.78,-0.783882535,0.840177484,1.940133125
12/1/1965,0.96,0.11,1.69,0.96,0.958576382,0.110933237,1.691634483
1/1/1966,0.34,0.08,0.76,0.34,0.339459752,0.075848347,0.761814486
2/1/1966,-0.53,0.32,0.86,-0.53,-0.532514723,0.318764089,0.864087029
3/1/1966,0.74,0.39,0.21,0.74,0.741498655,0.389382936,0.209331418
4/1/1966,-1.01,-0.51,-0.46,-1.01,-1.012896245,-0.514747839,-0.455126261
5/1/1966,-1.82,-1.5,-1.28,-1.82,-1.821139796,-1.503073952,-1.277297498
6/1/1966,1.11,-0.63,-0.47,1.11,1.109928651,-0.627280305,-0.472735269
7/1/1966,0.76,0.28,-0.03,0.76,0.76225242,0.281334144,-0.027388234
8/1/1966,0.08,1.05,-0.01,0.08,0.075884784,1.052009284,-0.007176319
9/1/1966,0.85,0.89,0.16,0.85,0.853282062,0.88750976,0.15552158
10/1/1966,-1.52,0.06,0.2,-1.52,-1.521972463,0.061006982,0.198541591
11/1/1966,-0.78,-0.08,0.78,-0.78,-0.783882535,-0.076396622,0.779457622
12/1/1966,-0.12,-1.9,0.29,-0.12,-0.121695604,-1.901348393,0.28636923
1/1/1967,-0.55,-1.13,-0.35,-0.55,-0.551930882,-1.125756333,-0.348745276
2/1/1967,-1.24,-1.12,-0.57,-1.24,-1.23949967,-1.121650798,-0.574920363
3/1/1967,-1.12,-1.73,-2.84,-1.12,-1.117589321,-1.731758328,-2.842825536
4/1/1967,-0.41,-1.23,-1.53,-0.41,-0.414158555,-1.229868896,-1.525774157
5/1/1967,0.57,-0.16,-0.44,0.57,0.570533582,-0.15811145,-0.440826231
6/1/1967,1.86,1.3,0.81,1.86,1.862619998,1.296703989,0.811195239
7/1/1967,0.7,1.55,0.99,0.7,0.700865575,1.549182332,0.987669062
8/1/1967,-0.67,1.33,0.91,-0.67,-0.665985085,1.326475641,0.907353258
9/1/1967,-0.89,-0.3,0.77,-0.89,-0.892231439,-0.301604313,0.771763504
10/1/1967,-0.92,-1.74,0.74,-0.92,-0.923551158,-1.739295443,0.743589846
11/1/1967,-0.05,-1.49,0.55,-0.05,-0.05314071,-1.490973286,0.553407818
12/1/1967,0.96,-0.47,-0.54,0.96,0.958576382,-0.469206027,-0.54493087
1/1/1968,-1.24,-0.13,-1.78,-1.24,-1.23679973,-0.129385242,-1.778459219
2/1/1968,0.27,0.12,-1.46,0.27,0.271987455,0.120889719,-1.46428097
3/1/1968,-0.89,-1.09,-1.24,-0.89,-0.889389595,-1.089889029,-1.235561699
4/1/1968,-0.45,-0.85,-0.81,-0.45,-0.447100452,-0.849312468,-0.807265404
5/1/1968,0.01,-0.64,-0.61,0.01,0.013589568,-0.636599468,-0.60606956
6/1/1968,-1,-0.97,-1.29,-1,-1.003562623,-0.97059024,-1.285290976
7/1/1968,-0.15,-0.74,-1.09,-0.15,-0.149851727,-0.738682751,-1.087623264
8/1/1968,2.83,0.91,0.28,2.83,2.834567993,0.907676656,0.275326497
9/1/1968,-1.36,1,0.04,-1.36,-1.358329337,1.000456721,0.040996605
10/1/1968,-0.57,1.23,0.08,-0.57,-0.573287426,1.225270295,0.080410469
11/1/1968,1.51,-0.58,0.44,1.51,1.512636246,-0.576454848,0.444245592
12/1/1968,0.61,0.54,1.05,0.61,0.611276477,0.537488001,1.047471278
1/1/1969,0.83,1.48,1.7,0.83,0.830144045,1.47814386,1.704575386
2/1/1969,0.13,0.59,-0.41,0.13,0.131913907,0.587414389,-0.409292839
3/1/1969,-1.12,-0.42,0.04,-1.12,-1.117589321,-0.415006275,0.039039887
4/1/1969,-0.44,-0.95,0.02,-0.44,-0.436056917,-0.952958485,0.018774466
5/1/1969,0.69,-0.06,0.06,0.69,0.687239976,-0.059352686,0.058245174
6/1/1969,0.04,0.14,-0.07,0.04,0.040384644,0.136046616,-0.070757081
7/1/1969,1.71,1.37,0.88,1.71,1.709273545,1.373341876,0.87972469
8/1/1969,-0.64,1.04,0.72,-0.64,-0.641025255,1.042716212,0.720010757
9/1/1969,-0.44,0.91,0.68,-0.44,-0.435473632,0.908245226,0.677626894
10/1/1969,1.17,-0.2,1.11,1.17,1.167618583,-0.197304975,1.105202428
11/1/1969,-0.51,0.09,0.84,-0.51,-0.511804411,0.086579781,0.844793303
12/1/1969,-0.94,0.52,0.96,-0.94,-0.937630967,0.521936506,0.956819039
1/1/1970,0.74,-0.48,-0.45,0.74,0.735995257,-0.479844146,-0.446340819
2/1/1970,-1.31,-0.58,-0.24,-1.31,-1.313178534,-0.577444241,-0.244789474
3/1/1970,-0.19,-0.35,0.06,-0.19,-0.192222792,-0.351711156,0.059881927
4/1/1970,0.36,-0.16,-0.38,0.36,0.357404961,-0.163499526,-0.380977864
5/1/1970,-1.58,-1.02,-1.15,-1.58,-1.584143784,-1.015249572,-1.153943957
6/1/1970,0.55,-0.44,-0.59,0.55,0.551274751,-0.441808209,-0.585821452
7/1/1970,0.29,-0.35,-0.46,0.29,0.290151105,-0.350337044,-0.456113112
8/1/1970,-2,-0.19,-0.9,-2,-2.003839113,-0.190419612,-0.897031537
9/1/1970,-0.49,-0.97,-1.08,-0.49,-0.49019086,-0.965257401,-1.077788536
10/1/1970,-0.5,-1.99,-1.32,-0.5,-0.504492738,-1.989809422,-1.324526458
11/1/1970,0.02,-0.93,-0.69,0.02,0.017562938,-0.927821502,-0.689573531
12/1/1970,0.09,-0.59,-1.2,0.09,0.087460306,-0.58807427,-1.204537305
1/1/1971,-0.76,-0.52,-2.2,-0.76,-0.759369425,-0.51660101,-2.199816574
2/1/1971,0.16,-0.38,-1.23,0.16,0.16095675,-0.37767258,-1.230112737
3/1/1971,0.37,-0.03,-0.61,0.37,0.371856459,-0.029457157,-0.611024427
4/1/1971,1.13,0.93,0.6,1.13,1.129502214,0.932586598,0.599765624
5/1/1971,0.87,1.17,0.98,0.87,0.867808144,1.165934422,0.975627466
6/1/1971,-0.72,0.66,0.52,-0.72,-0.724338042,0.657815672,0.522584651
7/1/1971,0.23,0.18,0.52,0.23,0.227380437,0.175156532,0.522498704
8/1/1971,0.57,-0.16,0.67,0.57,0.565988496,-0.158652295,0.667027254
9/1/1971,0.95,0.76,0.95,0.95,0.953315794,0.764707182,0.946187561
10/1/1971,0.76,1.13,0.72,0.76,0.75921621,1.131441045,0.723052614
11/1/1971,0.21,1,0.38,0.21,0.211311026,0.997096684,0.383018929
12/1/1971,0.12,0.53,0.83,0.12,0.119628772,0.529722823,0.829271997
1/1/1972,0.16,0,1.06,0.16,0.155346076,0.00468441,1.063587559
2/1/1972,-1.24,-0.52,0.79,-1.24,-1.23949967,-0.515169199,0.78561754
3/1/1972,-0.98,-1.21,-0.34,-0.98,-0.981271504,-1.206352677,-0.335719207
4/1/1972,0.27,-0.5,-0.47,0.27,0.27249907,-0.49877075,-0.473956581
5/1/1972,-0.09,-0.34,-0.5,-0.09,-0.085162763,-0.340477695,-0.504198586
6/1/1972,0.41,0.11,-0.27,0.41,0.407620638,0.113221499,-0.27294499
7/1/1972,0.71,0.42,0.11,0.71,0.71413283,0.421317543,0.107658903
8/1/1972,-2,0.06,-0.28,-2,-2.003839113,0.057487733,-0.275465279
9/1/1972,0.33,-0.07,-0.05,0.33,0.332280849,-0.067739959,-0.046172527
10/1/1972,-0.42,-1.1,-0.21,-0.42,-0.422242252,-1.103956368,-0.207318791
11/1/1972,2.39,0.92,0.5,2.39,2.392942226,0.92179629,0.496211685
12/1/1972,0.54,1.27,0.48,0.54,0.538454372,1.270464428,0.475897557
1/1/1973,1.07,2.29,0.28,1.07,1.070288495,2.294351399,0.280455453
2/1/1973,-0.93,0.37,0.97,-0.93,-0.933467434,0.372313634,0.969708978
3/1/1973,0.98,0.79,1.4,0.98,0.984715522,0.794192042,1.395409962
4/1/1973,-0.08,0.18,1.19,-0.08,-0.08410698,0.177774392,1.187650017
5/1/1973,0.64,0.61,0.6,0.64,0.644007261,0.608740429,0.603757689
6/1/1973,-0.34,0.03,0.26,-0.34,-0.341193983,0.028607635,0.260813434
7/1/1973,-0.01,0.03,0.03,-0.01,-0.01145266,0.034116082,0.03210556
8/1/1973,-0.37,-0.56,-0.05,-0.37,-0.371254574,-0.560537518,-0.054495472
9/1/1973,2.21,1.39,0.99,2.21,2.212223339,1.39355521,0.986607135
10/1/1973,0.71,1.98,1.18,0.71,0.705265993,1.981519126,1.175241884
11/1/1973,0.57,2.27,1.07,0.57,0.572456259,2.269911966,1.073184423
12/1/1973,2.35,1.48,1.81,2.35,2.35443091,1.478054046,1.809654284
1/1/1974,0.16,1.58,2.47,0.16,0.155346076,1.57796579,2.467241958
2/1/1974,0.01,1.43,2.78,0.01,0.009801761,1.431973476,2.776932753
3/1/1974,-0.21,-0.3,0.97,-0.21,-0.209292501,-0.302477202,0.970532075
4/1/1974,0.03,-0.27,0.49,0.03,0.032500856,-0.270491762,0.489058598
5/1/1974,-1.26,-1.1,-0.45,-1.26,-1.263892181,-1.099272766,-0.44531662
6/1/1974,0.51,-0.53,-0.65,0.51,0.511685888,-0.529120214,-0.649429394
7/1/1974,-1.47,-1.2,-1.23,-1.47,-1.47486849,-1.195271374,-1.228621056
8/1/1974,0.22,-0.51,-1.22,0.22,0.22182734,-0.50873278,-1.218930262
9/1/1974,-0.78,-1.51,-1.48,-0.78,-0.775639419,-1.509557662,-1.484629737
10/1/1974,-0.84,-0.96,-1.67,-0.84,-0.839118241,-0.958383868,-1.667091902
11/1/1974,-1.31,-1.75,-1.28,-1.31,-1.313178534,-1.751511465,-1.277814188
12/1/1974,-0.62,-1.73,-2.11,-0.62,-0.618495688,-1.733756901,-2.111603761
1/1/1975,-0.5,-1.76,-1.57,-0.5,-0.503711846,-1.75893406,-1.573438825
2/1/1975,-0.2,-0.88,-2.26,-0.2,-0.19567705,-0.876677754,-2.261754121
3/1/1975,1.23,0.72,-0.51,1.23,1.227857541,0.724329952,-0.511202405
4/1/1975,-0.6,0.15,-0.4,-0.6,-0.596844558,0.146665038,-0.399342601
5/1/1975,1.07,0.88,0.62,1.07,1.072462166,0.879096713,0.617585921
6/1/1975,-0.09,0.33,0.49,-0.09,-0.094881546,0.329541606,0.490953853
7/1/1975,-1.04,0,-0.01,-1.04,-1.044586224,-0.001812113,-0.013159812
8/1/1975,0.6,-0.56,0.16,0.6,0.597580908,-0.564883228,0.161468496
9/1/1975,-1.21,-1.16,-0.55,-1.21,-1.206849206,-1.160235894,-0.546265374
10/1/1975,-1.13,-0.92,-0.54,-1.13,-1.130126444,-0.915964982,-0.541838124
11/1/1975,1.25,-0.94,-1.03,1.25,1.250560571,-0.936672902,-1.028351116
12/1/1975,-0.32,-0.18,-1.19,-0.32,-0.323941925,-0.17658166,-1.194648026
1/1/1976,2.17,1.67,-0.03,2.17,2.170597983,1.666910742,-0.026024404
2/1/1976,-0.2,1,-0.46,-0.2,-0.19567705,1.000639816,-0.456781838
3/1/1976,-0.75,0.42,0.03,-0.75,-0.751260742,0.416074558,0.025081197
4/1/1976,1.17,0.57,1.12,1.17,1.174296249,0.572030124,1.116865055
5/1/1976,-0.16,0.25,0.47,-0.16,-0.155435668,0.254479623,0.473732466
6/1/1976,-1.78,-0.41,-0.27,-1.78,-1.775509603,-0.407376081,-0.27294499
7/1/1976,-0.5,-1.35,-0.88,-0.5,-0.49953365,-1.352810354,-0.875470489
8/1/1976,-0.53,-1.72,-1.1,-0.53,-0.531850991,-1.719204299,-1.103596458
9/1/1976,-0.35,-1.11,-1.14,-0.35,-0.352153053,-1.114715337,-1.144209483
10/1/1976,0.35,-0.65,-1.63,0.35,0.351458551,-0.652784302,-1.628319688
11/1/1976,-0.92,-0.53,-1.79,-0.92,-0.923893479,-0.531349847,-1.785169978
12/1/1976,0.12,-0.18,-1.16,0.12,0.119628772,-0.17658166,-1.15532245
1/1/1977,-0.41,-0.95,-1.06,-0.41,-0.411261131,-0.952902621,-1.057344078
2/1/1977,-0.16,-0.42,-0.85,-0.16,-0.159189367,-0.415920761,-0.847331134
3/1/1977,1.6,1.12,0.61,1.6,1.603982969,1.119552854,0.613941368
4/1/1977,1.46,1.76,1.3,1.46,1.455044806,1.761666849,1.302934147
5/1/1977,0.67,1.66,1.45,0.67,0.672897956,1.657347284,1.451238217
6/1/1977,0.83,1.47,1.64,0.83,0.831528163,1.466452495,1.641332972
7/1/1977,-0.56,0.39,1.16,-0.56,-0.558922715,0.38821419,1.156324169
8/1/1977,1.11,0.52,1.53,1.11,1.112362443,0.52468819,1.527729788
9/1/1977,-1.51,-0.56,0.78,-1.51,-1.508124495,-0.555232787,0.779551053
10/1/1977,-0.84,-0.45,0.04,-0.84,-0.839118241,-0.451144341,0.043408074
11/1/1977,0.27,-1.64,-0.26,0.27,0.270818145,-1.635381385,-0.255875984
12/1/1977,-0.32,-0.81,-0.9,-0.32,-0.323941925,-0.806690597,-0.903597796
1/1/1978,0.78,0.2,-0.44,0.78,0.78357927,0.198820408,-0.440538652
2/1/1978,1.68,1.14,-0.84,1.68,1.679378626,1.14185512,-0.839665672
3/1/1978,-2.06,0.29,-0.49,-2.06,-2.058764695,0.288986213,-0.486716901
4/1/1978,0.23,0.12,0.1,0.23,0.232868581,0.115226233,0.103456466
5/1/1978,-0.09,-0.47,-0.09,-0.09,-0.091468232,-0.467738183,-0.085885293
6/1/1978,-1.28,-0.83,-0.69,-1.28,-1.275759623,-0.826031219,-0.685603177
7/1/1978,0.32,-0.58,-0.53,0.32,0.31585747,-0.584918225,-0.525078045
8/1/1978,0.85,-0.17,-0.54,0.85,0.846888037,-0.166572379,-0.540610656
9/1/1978,-1.89,-0.13,-0.78,-1.89,-1.891610951,-0.128177938,-0.779601051
10/1/1978,-0.92,-0.8,-1.03,-0.92,-0.923551158,-0.79867859,-1.033757086
11/1/1978,0.68,-1.54,-0.89,0.68,0.682865209,-1.537902848,-0.887735519
12/1/1978,1.8,0.39,-0.03,1.8,1.798205493,0.394353386,-0.026682614
1/1/1979,1.19,1.62,0.03,1.19,1.191548619,1.618687291,0.031611593
2/1/1979,-1.31,1.17,-0.76,-1.31,-1.313178534,1.171220214,-0.756509162
3/1/1979,0.82,0.66,0.62,0.82,0.819338998,0.66067808,0.619946447
4/1/1979,0.5,0.47,1.02,0.5,0.504484955,0.47245021,1.020480043
5/1/1979,-0.1,0.29,0.57,-0.1,-0.104128134,0.294997061,0.568995492
6/1/1979,0.26,0.12,0.29,0.26,0.257241648,0.124647346,0.287248773
7/1/1979,1.29,0.75,0.79,1.29,1.285636819,0.754490248,0.791887803
8/1/1979,-0.1,0.91,0.83,-0.1,-0.097852958,0.914035549,0.832522914
9/1/1979,-0.18,0.74,0.54,-0.18,-0.180577423,0.736181546,0.5393546
10/1/1979,0.05,-0.45,0.39,0.05,0.053717087,-0.451144341,0.393474548
11/1/1979,1.6,0.31,0.84,1.6,1.603937877,0.30679239,0.839376207
12/1/1979,-1.1,0.61,0.84,-1.1,-1.097076674,0.606447219,0.835720772
1/1/1980,-0.12,0.85,-0.13,-0.12,-0.123178504,0.853507183,-0.127377727
2/1/1980,1.27,0.32,0.31,1.27,1.273928527,0.318764089,0.309097727
3/1/1980,2.28,2.18,2,2.28,2.284381952,2.176338817,2.003913017
4/1/1980,0.23,1.68,1.68,0.23,0.232868581,1.682924699,1.676073995
5/1/1980,-0.64,0.67,0.65,-0.64,-0.643549361,0.671592171,0.648541711
6/1/1980,0.26,-0.32,0.71,0.26,0.257241648,-0.322482353,0.708565157
7/1/1980,-1.69,-1.16,0,-1.69,-1.691628908,-1.160176004,0.003859297
8/1/1980,0.9,-0.4,0.11,0.9,0.897396278,-0.398600004,0.106692036
9/1/1980,-0.76,-1.09,-1.06,-0.76,-0.761815045,-1.09217362,-1.060434679
10/1/1980,-1.23,-0.5,-1.38,-1.23,-1.229802853,-0.50046115,-1.375789425
11/1/1980,-0.66,-1.79,-1.19,-0.66,-0.659321128,-1.791926098,-1.185194106
12/1/1980,-1.19,-2.03,-1.77,-1.19,-1.1867353,-2.033487546,-1.766256711
1/1/1981,0.56,-0.75,-0.84,0.56,0.560500979,-0.753190857,-0.841463551
2/1/1981,-0.2,-0.38,-2.02,-0.2,-0.19567705,-0.37767258,-2.021888084
3/1/1981,0.4,0.24,-1.12,0.4,0.395707087,0.241956805,-1.12378098
4/1/1981,0.06,0.01,-0.31,0.06,0.058539236,0.005750515,-0.31458678
5/1/1981,1.71,1.36,1.16,1.71,1.713017003,1.357659891,1.16305873
6/1/1981,-0.74,0.85,0.78,-0.74,-0.741990458,0.845655779,0.778201503
7/1/1981,1.66,1.7,1.47,1.66,1.664014645,1.700853539,1.473358938
8/1/1981,-0.33,0.76,1.46,-0.33,-0.327225191,0.755946587,1.456982227
9/1/1981,-0.62,0.9,1.18,-0.62,-0.618956807,0.897888793,1.180423114
10/1/1981,0.88,-0.34,1.37,0.88,0.880528033,-0.342660131,1.369480608
11/1/1981,-0.41,-0.22,0.46,-0.41,-0.412100943,-0.21701054,0.455834219
12/1/1981,0.66,0.6,0.98,0.66,0.658268581,0.598865826,0.978837408
1/1/1982,-0.09,-0.18,-0.49,-0.09,-0.085812493,-0.175990425,-0.487175756
2/1/1982,-0.49,-0.06,-0.38,-0.49,-0.485036901,-0.064006612,-0.38244576
3/1/1982,0.38,-0.05,0.3,0.38,0.383820679,-0.050906021,0.301488642
4/1/1982,-0.1,-0.17,-0.28,-0.1,-0.102641884,-0.170498461,-0.278980331
5/1/1982,0.61,0.35,0.25,0.61,0.609945318,0.347051061,0.250439976
6/1/1982,-0.69,-0.18,-0.25,-0.69,-0.689403808,-0.177814025,-0.247187455
7/1/1982,-0.14,-0.21,-0.33,-0.14,-0.143652403,-0.206742209,-0.333185414
8/1/1982,-0.68,-0.98,-0.55,-0.68,-0.678565404,-0.975752411,-0.547073841
9/1/1982,0.23,-0.54,-0.59,0.23,0.229987497,-0.53586188,-0.587731892
10/1/1982,-0.02,-0.49,-0.53,-0.02,-0.021739638,-0.488066223,-0.529208319
11/1/1982,0.8,0.18,-0.76,0.8,0.801450431,0.184607221,-0.762033169
12/1/1982,0.3,0.26,-0.44,0.3,0.299984306,0.26063655,-0.443954559
1/1/1983,-0.6,0.3,-0.43,-0.6,-0.601560551,0.303145679,-0.428957618
2/1/1983,-0.8,-0.66,-0.16,-0.8,-0.803937474,-0.664049523,-0.162196194
3/1/1983,0.76,0.13,0.14,0.76,0.761233932,0.12518583,0.135338631
4/1/1983,-0.75,-0.39,-0.26,-0.75,-0.746679147,-0.389691569,-0.255472916
5/1/1983,1.02,0.6,0.37,1.02,1.017147959,0.597547594,0.372678577
6/1/1983,1.26,1.07,0.95,1.26,1.255282281,1.068094618,0.947069483
7/1/1983,0.5,1.33,1,0.5,0.503361421,1.330968238,0.997167505
8/1/1983,-0.26,0.86,0.99,-0.26,-0.262595679,0.862944974,0.99150984
9/1/1983,-0.91,-0.34,0.55,-0.91,-0.907630703,-0.342739749,0.55277088
10/1/1983,-0.3,-1.16,0.69,-0.3,-0.298299965,-1.16410651,0.692125776
11/1/1983,1.01,-0.6,0.39,1.01,1.00596569,-0.599328249,0.394731594
12/1/1983,0.77,0.38,-0.22,0.77,0.770869482,0.3779894,-0.220657623
1/1/1984,-0.41,0.75,-0.8,-0.41,-0.411261131,0.747766829,-0.797089897
2/1/1984,0.07,0.12,-0.68,0.07,0.072106646,0.120889719,-0.675394342
3/1/1984,-0.95,-0.96,-0.38,-0.95,-0.94977495,-0.963739991,-0.382665354
4/1/1984,0.89,0.31,0.48,0.89,0.894220965,0.305019618,0.484371575
5/1/1984,-0.17,0.01,-0.02,-0.17,-0.174959162,0.010744334,-0.017158125
6/1/1984,-1.13,-0.39,-0.71,-1.13,-1.125159715,-0.394534862,-0.70988029
7/1/1984,-0.3,-1,-0.76,-0.3,-0.297506003,-1.001945069,-0.764614575
8/1/1984,-0.38,-1.2,-0.97,-0.38,-0.382384515,-1.197855557,-0.969684146
9/1/1984,-1.04,-1.18,-1.17,-1.04,-1.038696726,-1.17745949,-1.172405528
10/1/1984,0.35,-0.92,-1.48,0.35,0.351458551,-0.922996496,-1.476086255
11/1/1984,0.57,-0.49,-1.35,0.57,0.572456259,-0.494392771,-1.347484194
12/1/1984,1.17,0.7,-0.73,1.17,1.1671111,0.703257054,-0.727281846
1/1/1985,-0.32,0.66,-0.64,-0.32,-0.323706609,0.660161364,-0.642342625
2/1/1985,-0.8,0.14,-0.57,-0.8,-0.803937474,0.135612486,-0.567856685
3/1/1985,-1.05,-1.4,-0.23,-1.05,-1.047202261,-1.399120778,-0.228667034
4/1/1985,-0.16,-0.9,-0.44,-0.16,-0.159275382,-0.895843169,-0.436415039
5/1/1985,0.93,0.29,0.24,0.93,0.930152495,0.28692709,0.24291763
6/1/1985,-1.82,-0.34,-0.75,-1.82,-1.818463566,-0.343549606,-0.750634114
7/1/1985,-0.1,-0.3,-0.7,-0.1,-0.100735525,-0.300747524,-0.701952692
8/1/1985,0.65,-0.78,-0.46,0.65,0.652113963,-0.778935411,-0.460423999
9/1/1985,1.04,0.66,0.16,1.04,1.039687873,0.660459642,0.158360663
10/1/1985,-0.54,0.79,0.12,-0.54,-0.538539845,0.788840576,0.122846678
11/1/1985,0.35,0.61,-0.34,0.35,0.346860092,0.607076748,-0.335643465
12/1/1985,1.24,0.08,0.56,1.24,1.238267694,0.083615916,0.557986093
1/1/1986,-1.24,0.34,0.82,-1.24,-1.23679973,0.341164067,0.824469794
2/1/1986,1.64,1.18,0.99,1.64,1.639013965,1.180942235,0.993361735
3/1/1986,0.09,0.43,0.22,0.09,0.085779278,0.433712811,0.222632485
4/1/1986,1.26,1.31,1.18,1.26,1.261867088,1.307212998,1.179846463
5/1/1986,-0.37,0.37,0.64,-0.37,-0.365307831,0.374797517,0.641681385
6/1/1986,-0.2,0.18,0.25,-0.2,-0.200821628,0.181380479,0.247546108
7/1/1986,-0.46,-0.77,0.01,-0.46,-0.463274454,-0.774105238,0.012348285
8/1/1986,-0.36,-0.78,-0.39,-0.36,-0.360174207,-0.783513609,-0.393913884
9/1/1986,1.24,0.2,0.19,1.24,1.242598875,0.197857555,0.189513983
10/1/1986,0.41,0.82,-0.23,0.41,0.414519586,0.819908715,-0.225230764
11/1/1986,-0.51,0.99,-0.07,-0.51,-0.511804411,0.992713343,-0.068163253
12/1/1986,-0.51,-0.18,0.03,-0.51,-0.512206454,-0.17658166,0.029957012
1/1/1987,-1.24,-1.57,0.39,-1.24,-1.23679973,-1.573615891,0.393089113
2/1/1987,2.44,1.22,1.39,2.44,2.444028474,1.219506535,1.386086929
3/1/1987,0.94,1.49,0.94,0.94,0.940026133,1.486355857,0.942882447
4/1/1987,-1,0.69,0.16,-1,-0.997834345,0.68966819,0.160484857
5/1/1987,0.86,0.47,0.74,0.86,0.863307361,0.468479036,0.736773391
6/1/1987,0.14,0.17,0.71,0.14,0.144334598,0.173853876,0.705517234
7/1/1987,0.24,0.54,0.7,0.24,0.243218911,0.536882291,0.702677975
8/1/1987,0.86,0.43,0.57,0.86,0.861398004,0.431218961,0.565180878
9/1/1987,-0.11,0.29,0.25,-0.11,-0.110209505,0.289526427,0.24860143
10/1/1987,-0.34,0.08,0.44,-0.34,-0.34374933,0.076909324,0.439290887
11/1/1987,1.87,0.34,0.45,1.87,1.868672896,0.344640958,0.45293925
12/1/1987,1.97,1.41,0.85,1.97,1.973978773,1.414158919,0.845379592
1/1/1988,1.49,2.56,1.31,1.49,1.488610763,2.560362147,1.312764948
2/1/1988,-0.58,1.54,0.94,-0.58,-0.58196524,1.537190972,0.936379083
3/1/1988,-0.98,-0.2,0.96,-0.98,-0.981271504,-0.195866434,0.959493932
4/1/1988,0.61,-0.09,1.19,0.61,0.609307568,-0.087706025,1.187650017
