date,, spi3, spi6,,1,3,6
7/1/1938,0.33,-0.38,0.62,0.33,0.331159042,-0.378941485,0.624716687
8/1/1938,-0.53,-0.81,0.43,-0.53,-0.531850991,-0.806480896,0.431497818
9/1/1938,0.69,0.21,0.54,0.69,0.688482469,0.213936212,0.542039944
10/1/1938,-1.74,-0.52,-0.7,-1.74,-1.744836315,-0.519137014,-0.702136434
11/1/1938,-0.23,-0.25,-0.89,-0.23,-0.234022939,-0.250063262,-0.891482379
12/1/1938,0.02,-1.71,-0.37,0.02,0.021018306,-1.711214535,-0.373763757
1/1/1939,1.71,0.63,-0.3,1.71,1.707483233,0.62656678,-0.303565406
2/1/1939,1.82,1.75,0.56,1.82,1.822219168,1.745758996,0.562035155
3/1/1939,2.29,2.73,1.65,2.29,2.289817977,2.727712639,1.64832331
4/1/1939,-0.44,1.55,1.49,-0.44,-0.436056917,1.553546236,1.488182023
5/1/1939,0.44,1.02,1.4,0.44,0.438660899,1.023215704,1.404869585
6/1/1939,0.4,0.17,1.4,0.4,0.401739777,0.166315707,1.40106583
7/1/1939,-1.93,-0.44,0.41,-1.93,-1.929000513,-0.444032039,0.407857248
8/1/1939,-1.23,-1.34,-0.19,-1.23,-1.23408842,-1.337396184,-0.192749453
9/1/1939,-1.51,-3.1,-1.57,-1.51,-1.508124495,-3.098822494,-1.57493964
10/1/1939,0.63,-1.36,-1.17,0.63,0.631326063,-1.359961587,-1.166555234
11/1/1939,-1.31,-0.97,-1.72,-1.31,-1.313178534,-0.972436969,-1.717369112
12/1/1939,0.92,0.31,-2.33,0.92,0.918344641,0.311547246,-2.3301042
1/1/1940,0.71,0.1,-1.32,0.71,0.711802411,0.103725334,-1.321181363
2/1/1940,-1.16,0.35,-0.89,-1.16,-1.157929089,0.345691583,-0.893707461
3/1/1940,0.63,0.33,0.31,0.63,0.629394864,0.32596818,0.314476364
4/1/1940,0.66,0.5,0.39,0.66,0.656773401,0.500427736,0.394134389
5/1/1940,-1.68,-0.48,-0.4,-1.68,-1.677687191,-0.482737937,-0.396221571
6/1/1940,-0.6,-1.07,-0.88,-0.6,-0.604132521,-1.074942048,-0.879374046
7/1/1940,-0.64,-1.73,-1.19,-0.64,-0.635713177,-1.725495198,-1.192044949
8/1/1940,-0.72,-1.3,-1.42,-0.72,-0.716719038,-1.295524461,-1.423039304
9/1/1940,-0.69,-1.49,-1.92,-0.69,-0.694891361,-1.490575921,-1.923436052
10/1/1940,0.55,-0.83,-2.04,0.55,0.545172363,-0.825902537,-2.042722469
11/1/1940,1.2,0.08,-1.07,1.2,1.20380401,0.080708951,-1.070966477
12/1/1940,1.46,1.25,-0.6,1.46,1.455440128,1.252063698,-0.59627821
1/1/1941,1.25,1.77,0.11,1.25,1.249978579,1.769111509,0.109126737
2/1/1941,1.32,1.77,0.84,1.32,1.320843169,1.769910109,0.844603512
3/1/1941,0.85,1.33,1.75,0.85,0.847799768,1.330794315,1.751317673
4/1/1941,0.9,1.23,1.66,0.9,0.900353652,1.227305028,1.65869383
5/1/1941,-0.09,0.55,1.01,-0.09,-0.091468232,0.548684878,1.010559984
6/1/1941,0.8,0.69,1.06,0.8,0.795122562,0.688474498,1.05686443
7/1/1941,-0.01,0.19,0.7,-0.01,-0.005624286,0.194067381,0.697680535
8/1/1941,0.17,0.37,0.57,0.17,0.167956029,0.367916083,0.573278457
9/1/1941,1.03,0.5,0.78,1.03,1.034974037,0.501419088,0.784737926
10/1/1941,1.37,1.33,0.86,1.37,1.370935012,1.325127992,0.860452325
11/1/1941,-0.38,1.29,0.97,-0.38,-0.380604686,1.294940954,0.973341905
12/1/1941,1.07,1.18,0.9,1.07,1.074823955,1.183706583,0.899791326
1/1/1942,-0.2,0.09,1.29,-0.2,-0.200509162,0.089827645,1.288355793
2/1/1942,2.12,1.64,1.87,2.12,2.121356369,1.638993828,1.874855201
3/1/1942,0.45,1.12,1.55,0.45,0.45401653,1.119552854,1.547852227
4/1/1942,2,2.18,1.91,2,1.998533684,2.176474505,1.905890168
5/1/1942,1.82,2.39,2.59,1.82,1.81688645,2.391236181,2.593312738
6/1/1942,0.14,2.24,2.33,0.14,0.144334598,2.24149641,2.333394666
7/1/1942,-1.65,0.56,1.53,-1.65,-1.648528895,0.557335409,1.534389526
8/1/1942,-0.47,-1.17,1.18,-0.47,-0.473277137,-1.172554022,1.181466324
9/1/1942,0.25,-1.34,1.13,0.25,0.250912363,-1.342477812,1.126288158
10/1/1942,0.21,-0.25,0.3,0.21,0.207993045,-0.254736396,0.29536854
11/1/1942,0.21,0.11,-0.96,0.21,0.211311026,0.109944504,-0.959428611
12/1/1942,-0.51,-0.09,-1.3,-0.51,-0.512206454,-0.086705253,-1.304742955
1/1/1943,-1.16,-0.77,-0.59,-1.16,-1.160833379,-0.774320303,-0.593996151
2/1/1943,-0.63,-1.49,-0.44,-0.63,-0.633587546,-1.489394061,-0.436349464
3/1/1943,-0.05,-0.78,-0.72,-0.05,-0.04691264,-0.782637261,-0.722769719
4/1/1943,0.46,0.06,-0.27,0.46,0.461285605,0.057778262,-0.273086398
5/1/1943,-0.76,-0.46,-0.79,-0.76,-0.758654928,-0.457775696,-0.789150401
6/1/1943,-0.36,-0.65,-0.9,-0.36,-0.364041941,-0.649911144,-0.904726653
7/1/1943,0.45,-0.45,-0.44,0.45,0.450440542,-0.454980758,-0.443679128
8/1/1943,-1.25,-0.48,-0.79,-1.25,-1.250415258,-0.483064786,-0.788088448
9/1/1943,-1.78,-0.97,-1.25,-1.78,-1.782748682,-0.970683103,-1.247083043
10/1/1943,-0.07,-2.03,-1.45,-0.07,-0.073779795,-2.030477207,-1.446168025
11/1/1943,-0.29,-1.47,-1.16,-0.29,-0.290637459,-1.467929369,-1.161331959
12/1/1943,-0.46,-0.55,-1.19,-0.46,-0.462394959,-0.551728324,-1.194648026
1/1/1944,1.8,0.53,-1.62,1.8,1.802969302,0.534859686,-1.619753419
2/1/1944,0.24,0.85,-0.95,0.24,0.244954967,0.851801476,-0.948668133
3/1/1944,0.01,0.66,-0.01,0.01,0.01342619,0.66067808,-0.010043765
4/1/1944,-0.23,-0.31,-0.09,-0.23,-0.227410321,-0.314548021,-0.090241776
5/1/1944,-0.65,-0.8,-0.48,-0.65,-0.651571665,-0.798095908,-0.476904385
6/1/1944,0.63,-0.27,-0.05,0.63,0.634542012,-0.272335899,-0.053123368
7/1/1944,1.07,0.56,0.3,1.07,1.07454067,0.560250261,0.301545156
8/1/1944,0.41,1.12,0.38,0.41,0.411353513,1.116608066,0.37892458
9/1/1944,-0.26,0.7,0.24,-0.26,-0.263868165,0.703880299,0.240191266
10/1/1944,-1.23,-0.62,0.13,-1.23,-1.229802853,-0.620487125,0.131300865
11/1/1944,1.88,0,0.87,1.88,1.877653356,-0.002767979,0.869109037
12/1/1944,-0.32,0.35,0.7,-0.32,-0.323941925,0.353260861,0.701957384
1/1/1945,-0.46,1.19,-0.09,-0.46,-0.456842992,1.186470744,-0.089763658
2/1/1945,-0.06,-0.62,-0.36,-0.06,-0.055320547,-0.620210444,-0.355804384
3/1/1945,-0.32,-0.62,-0.24,-0.32,-0.316240414,-0.61823901,-0.236201944
4/1/1945,0.05,-0.31,0.24,0.05,0.04989347,-0.314548021,0.241790327
5/1/1945,-1.16,-1.06,-1.21,-1.16,-1.158144653,-1.062977705,-1.209439236
6/1/1945,0.37,-0.59,-0.8,0.37,0.366226205,-0.586848418,-0.800030607
7/1/1945,0.36,-0.28,-0.46,0.36,0.361493522,-0.283178923,-0.462342111
8/1/1945,1.38,0.89,0.04,1.38,1.38387851,0.888553154,0.039774194
9/1/1945,0.83,1.17,0.41,0.83,0.827545589,1.166707261,0.411948412
10/1/1945,-0.66,1.03,0.29,-0.66,-0.663439678,1.03141217,0.292622043
11/1/1945,-0.13,0.23,0.78,-0.13,-0.127683594,0.229624296,0.779457622
12/1/1945,0.3,-0.69,0.81,0.3,0.299984306,-0.688123257,0.806640674
1/1/1946,-0.81,-0.52,0.82,-0.81,-0.814980442,-0.51660101,0.82001947
2/1/1946,-0.27,-0.52,-0.07,-0.27,-0.271843221,-0.515169199,-0.069226453
3/1/1946,1.02,0.45,-0.27,1.02,1.019829967,0.451228745,-0.27413057
4/1/1946,-0.49,0.03,-0.22,-0.49,-0.491924375,0.031880302,-0.220548747
5/1/1946,0.9,0.68,0.48,0.9,0.89913431,0.678923379,0.477298181
6/1/1946,-0.91,-0.18,-0.06,-0.91,-0.906847502,-0.177814025,-0.060168849
7/1/1946,-0.86,-0.42,-0.43,-0.86,-0.859554216,-0.418597304,-0.425087832
8/1/1946,0.58,-0.94,-0.25,0.58,0.581824619,-0.942283357,-0.250833661
9/1/1946,0.88,0.1,-0.15,0.88,0.883770407,0.096023081,-0.149479931
10/1/1946,1.41,1.42,0.45,1.41,1.405700566,1.415140869,0.447342613
11/1/1946,0.86,1.44,0.16,0.86,0.85808743,1.440824526,0.16494428
12/1/1946,-1.01,1.21,0.57,-1.01,-1.014372488,1.208727852,0.574928599
1/1/1947,0.9,0.56,1.53,0.9,0.898199698,0.558085576,1.527728171
2/1/1947,-1,-0.38,1.32,-1,-1.004071102,-0.37767258,1.320748141
3/1/1947,-2.34,-1.03,0.41,-2.34,-2.336290591,-1.034648962,0.410526963
4/1/1947,0.01,-0.93,-0.52,0.01,0.014971288,-0.933760177,-0.518367835
5/1/1947,-0.86,-1.2,-1.27,-0.86,-0.86251632,-1.204557985,-1.271588346
6/1/1947,1.7,0.59,0.22,1.7,1.701857551,0.589012512,0.217572446
7/1/1947,-1.37,-0.06,-0.49,-1.37,-1.365114002,-0.057925789,-0.487338702
8/1/1947,-1.33,0,-0.83,-1.33,-1.334082142,0.004420238,-0.832094535
9/1/1947,0.45,-1.4,-0.44,0.45,0.454247946,-1.397254062,-0.442263233
10/1/1947,-0.45,-0.75,-0.52,-0.45,-0.454668736,-0.751566227,-0.519754375
11/1/1947,0.82,0.21,0.03,0.82,0.815765756,0.212823493,0.029372585
12/1/1947,0.15,-0.05,-1.33,0.15,0.151143934,-0.047824528,-1.330177867
1/1/1948,-0.01,0.43,-0.61,-0.01,-0.013474098,0.427708307,-0.612061784
2/1/1948,-0.58,-0.4,-0.05,-0.58,-0.58196524,-0.396698401,-0.050920366
3/1/1948,-0.3,-0.63,-0.6,-0.3,-0.297842021,-0.632591949,-0.602587617
4/1/1948,-1.06,-1.31,-0.84,-1.06,-1.05887972,-1.307884981,-0.835703053
5/1/1948,-1.09,-1.66,-1.69,-1.09,-1.087441999,-1.661369739,-1.685309701
6/1/1948,0.53,-0.88,-1.07,0.53,0.528711078,-0.878444058,-1.073175675
7/1/1948,-0.79,-0.83,-1.34,-0.79,-0.790453772,-0.829840974,-1.336420746
8/1/1948,0.33,-0.17,-1.23,0.33,0.326695899,-0.17053784,-1.226219643
9/1/1948,-0.19,-0.76,-1.28,-0.19,-0.189606585,-0.759717128,-1.279387542
10/1/1948,0.08,-0.17,-0.9,0.08,0.078238526,-0.174588344,-0.904110705
11/1/1948,-0.55,-0.52,-0.49,-0.55,-0.546975999,-0.516499643,-0.492160997
12/1/1948,0.63,-0.14,-0.83,0.63,0.634921141,-0.136214881,-0.825869911
1/1/1949,0.16,-0.14,-0.31,0.16,0.155346076,-0.144807747,-0.309187342
2/1/1949,-1.24,-0.16,-0.73,-1.24,-1.23949967,-0.163073735,-0.726783278
3/1/1949,0.32,-0.16,-0.37,0.32,0.323194051,-0.161517118,-0.374794989
4/1/1949,-1.48,-1.22,-1.09,-1.48,-1.477952147,-1.218956063,-1.090199177
5/1/1949,0.73,-0.01,-0.11,0.73,0.725156378,-0.011010165,-0.110444465
6/1/1949,0.6,0.24,0.1,0.6,0.595943968,0.241181472,0.099365608
7/1/1949,0.05,0.57,0.03,0.05,0.051887863,0.56898434,0.029287398
8/1/1949,0.17,0.27,0.11,0.17,0.167956029,0.271416563,0.112479314
9/1/1949,-0.1,-0.21,-0.04,-0.1,-0.10163592,-0.211711866,-0.043246935
10/1/1949,1.68,0.74,0.83,1.68,1.682126001,0.744065714,0.825103938
11/1/1949,-1.31,0.59,0.46,-1.31,-1.313178534,0.587276776,0.458727732
12/1/1949,-0.37,1.01,0.21,-0.37,-0.368424938,1.009570121,0.214389991
1/1/1950,0.06,-1.15,0.38,0.06,0.055956364,-1.151969451,0.378541295
2/1/1950,-0.16,-0.44,0.35,-0.16,-0.159189367,-0.435344814,0.347778125
3/1/1950,-0.49,-0.6,0.39,-0.49,-0.494081132,-0.603995366,0.385143626
4/1/1950,-1.79,-1.81,-2.01,-1.79,-1.793750782,-1.808698331,-2.012167494
5/1/1950,-0.91,-1.89,-1.9,-0.91,-0.907365217,-1.8933569,-1.901220693
6/1/1950,-1.73,-2.64,-2.62,-1.73,-1.733479385,-2.644054296,-2.620114229
7/1/1950,1.03,-0.54,-1.2,1.03,1.027363972,-0.536173581,-1.199336343
8/1/1950,1.4,0.58,-0.62,1.4,1.402508202,0.582655652,-0.618650455
9/1/1950,0.33,1.38,-0.43,0.33,0.32563631,1.381044096,-0.432896423
10/1/1950,-1.06,0.58,-0.2,-1.06,-1.058577339,0.578872218,-0.198383901
11/1/1950,-0.21,-0.45,0.2,-0.21,-0.206620347,-0.450768978,0.201367958
12/1/1950,-1.28,-1.56,0.85,-1.28,-1.28440758,-1.561648385,0.845379592
1/1/1951,-1.16,-1.54,0.13,-1.16,-1.160833379,-1.539280653,0.134697235
2/1/1951,-1.31,-2.86,-1.26,-1.31,-1.313178534,-2.861564956,-1.264971214
3/1/1951,-0.95,-1.95,-2.69,-0.95,-0.94977495,-1.951630867,-2.689578266
4/1/1951,-0.77,-1.54,-1.93,-0.77,-0.772897167,-1.535937047,-1.932735529
5/1/1951,0.32,-0.51,-0.95,0.32,0.316743162,-0.512941871,-0.951093998
6/1/1951,1.84,1.03,0.53,1.84,1.838901847,1.033259738,0.528888482
7/1/1951,1.32,1.78,1.16,1.32,1.318282514,1.784377328,1.160940668
8/1/1951,-0.03,1.9,1.24,-0.03,-0.028947736,1.90426417,1.240380174
9/1/1951,0.65,1.2,1.53,0.65,0.649408824,1.19604149,1.532114407
10/1/1951,0.64,0.52,1.82,0.64,0.640699665,0.517593332,1.8195265
11/1/1951,-0.23,0.58,1.82,-0.23,-0.234022939,0.577329889,1.823258424
12/1/1951,0.59,0.41,1.18,0.59,0.587324398,0.410621704,1.179221293
1/1/1952,0.28,0.03,0.45,0.28,0.280060262,0.033408565,0.446072004
2/1/1952,0.61,0.55,0.68,0.61,0.610424992,0.550807067,0.680386981
3/1/1952,-0.41,-0.12,0.1,-0.41,-0.412118822,-0.11657667,0.101225621
4/1/1952,-1.03,-0.95,-0.81,-1.03,-1.028089467,-0.952958485,-0.807265404
5/1/1952,0.61,-0.21,-0.09,0.61,0.61483519,-0.213196354,-0.089967379
6/1/1952,-1.43,-0.84,-0.86,-1.43,-1.425470811,-0.840259426,-0.862552386
7/1/1952,-1.2,-0.98,-1.35,-1.2,-1.197256491,-0.981053814,-1.347723653
8/1/1952,-1.44,-2.47,-1.97,-1.44,-1.439351906,-2.470650027,-1.968569238
9/1/1952,-0.55,-2.18,-2.13,-0.55,-0.547190369,-2.177630747,-2.129629781
10/1/1952,-1.06,-2.05,-1.98,-1.06,-1.058577339,-2.051045341,-1.984328978
11/1/1952,0.42,-1.05,-2.69,0.42,0.419524285,-1.045764992,-2.686905613
12/1/1952,-0.68,-0.93,-2.44,-0.68,-0.67548549,-0.932578294,-2.437724305
1/1/1953,-0.41,-0.36,-2.17,-0.41,-0.411261131,-0.356277463,-2.172504043
2/1/1953,0.43,-0.4,-1.35,0.43,0.425366749,-0.396698401,-1.353917889
3/1/1953,-0.65,-0.59,-1.29,-0.65,-0.65142013,-0.58985895,-1.287826628
4/1/1953,0.87,0.42,0.18,0.87,0.869550422,0.421451689,0.17587567
5/1/1953,-1.08,-0.49,-0.62,-1.08,-1.077547602,-0.487752905,-0.615474641
6/1/1953,-0.03,-0.33,-0.55,-0.03,-0.026440995,-0.330896926,-0.554346262
7/1/1953,0.8,-0.15,0,0.8,0.796743545,-0.145223828,-0.004642776
8/1/1953,-0.22,0.31,-0.16,-0.22,-0.22040754,0.307377509,-0.159386107
9/1/1953,-2.21,-0.26,-0.52,-2.21,-2.211570226,-0.260897383,-0.517723515
10/1/1953,0.59,-0.95,-0.7,0.59,0.593440842,-0.95127547,-0.695636258
11/1/1953,0.67,-0.59,-0.1,0.67,0.667497554,-0.591679508,-0.103230092
12/1/1953,-0.56,0.46,-0.11,-0.56,-0.564161613,0.458866676,-0.111023887
1/1/1954,-1.24,-0.34,-1.15,-1.24,-1.23679973,-0.339224746,-1.145645023
2/1/1954,-1.31,-2.13,-1.36,-1.31,-1.313178534,-2.12520348,-1.36295941
3/1/1954,-0.18,-1.13,-0.37,-0.18,-0.175351907,-1.127780376,-0.374794989
4/1/1954,-0.75,-1.11,-1.11,-0.75,-0.746679147,-1.112785427,-1.105951172
5/1/1954,0.19,-0.44,-0.84,0.19,0.189290426,-0.44288745,-0.838950739
6/1/1954,0.85,0.2,-0.17,0.85,0.84701388,0.200146636,-0.174368091
7/1/1954,-1.57,-0.23,-0.71,-1.57,-1.565905159,-0.234376141,-0.711791701
8/1/1954,0.95,0.08,-0.32,0.95,0.954194576,0.083807471,-0.318823696
9/1/1954,0.8,-0.04,0.04,0.8,0.801499287,-0.037864509,0.040996605
10/1/1954,-0.18,0.86,0.22,-0.18,-0.182531498,0.85952911,0.220801322
11/1/1954,-0.74,0.26,0.12,-0.74,-0.740823228,0.262942064,0.122154814
12/1/1954,-0.24,-0.75,-0.39,-0.24,-0.239318389,-0.753154118,-0.390182273
1/1/1955,0.34,-0.63,0.61,0.34,0.339459752,-0.631221799,0.61103451
2/1/1955,0.43,0.11,0.18,0.43,0.425366749,0.10606878,0.179322335
3/1/1955,-1.95,-0.74,-1.26,-1.95,-1.953653606,-0.73631067,-1.256354198
4/1/1955,-1.75,-2.06,-1.93,-1.75,-1.749559418,-2.060410907,-1.932735529
5/1/1955,1.63,0.48,0.42,1.63,1.634962037,0.480035727,0.416277717
6/1/1955,0,0.64,0.33,0,0.000471855,0.640702515,0.326656169
7/1/1955,-0.14,0.83,0.11,-0.14,-0.137470395,0.832300692,0.113214622
8/1/1955,-0.28,-0.41,-0.05,-0.28,-0.283955505,-0.4111642,-0.051526533
9/1/1955,0.17,-0.41,0.16,0.17,0.172958409,-0.407604882,0.15552158
10/1/1955,-0.41,-0.49,0.45,-0.41,-0.4062558,-0.494258154,0.450024301
11/1/1955,1.11,0.12,-0.36,1.11,1.107181642,0.115756328,-0.362515912
12/1/1955,-0.2,0.09,-0.41,-0.2,-0.198960076,0.092753284,-0.41078887
1/1/1956,-0.5,0.43,-0.38,-0.5,-0.503711846,0.427708307,-0.377222709
2/1/1956,-0.31,-0.73,-0.26,-0.31,-0.311679402,-0.731975396,-0.257669354
3/1/1956,-1.78,-1.62,-0.93,-1.78,-1.780408133,-1.620768129,-0.930722148
4/1/1956,-0.38,-1.17,-0.74,-0.38,-0.381770139,-1.165215321,-0.744321594
5/1/1956,-0.79,-1.39,-1.54,-0.79,-0.792709667,-1.386623923,-1.539158817
6/1/1956,0.25,-0.7,-1.14,0.25,0.251075118,-0.700132516,-1.135268987
7/1/1956,0.48,-0.13,-0.63,0.48,0.479436432,-0.131674681,-0.630415506
8/1/1956,0.88,0.66,-0.33,0.88,0.875844374,0.656695058,-0.328157051
9/1/1956,-2.09,0.01,-0.59,-2.09,-2.08904285,0.00863136,-0.587731892
10/1/1956,-0.36,-0.6,-0.52,-0.36,-0.359165993,-0.601254598,-0.516606555
11/1/1956,0.64,-1.28,-0.03,0.64,0.636369503,-1.282216254,-0.030185959
12/1/1956,-0.16,-0.2,-0.15,-0.16,-0.159779405,-0.197027755,-0.153782801
1/1/1957,-0.2,0.09,-0.63,-0.2,-0.200509162,0.089827645,-0.630204393
2/1/1957,-0.27,-0.54,-1.65,-0.27,-0.271843221,-0.535687374,-1.648055132
3/1/1957,-0.54,-0.78,-0.82,-0.54,-0.537076393,-0.782637261,-0.820497137
4/1/1957,0.37,-0.15,-0.16,0.37,0.372521808,-0.149556976,-0.157538942
5/1/1957,1.59,1.18,0.96,1.59,1.588045954,1.178976703,0.962858828
6/1/1957,0.58,1.45,1.1,0.58,0.579263662,1.454709465,1.09962101
7/1/1957,0.09,1.16,0.91,0.09,0.091353779,1.15539702,0.91111629
8/1/1957,-0.21,0.14,0.88,-0.21,-0.209968666,0.143441189,0.884218767
9/1/1957,0.1,-0.24,0.94,0.1,0.098965989,-0.242940329,0.941118798
10/1/1957,1.92,0.86,1.41,1.92,1.923558594,0.85952911,1.406750251
11/1/1957,-0.44,0.98,0.6,-0.44,-0.44442938,0.979529267,0.598760926
12/1/1957,-0.28,1.39,0.41,-0.28,-0.280944963,1.390627647,0.406499131
1/1/1958,-0.76,-1.1,0.51,-0.76,-0.759369425,-1.099952052,0.512705575
2/1/1958,-0.23,-0.85,0.69,-0.23,-0.233203492,-0.851660216,0.690522349
3/1/1958,0.11,-0.4,0.84,0.11,0.113852497,-0.402184851,0.841808986
4/1/1958,0.4,0.13,-0.28,0.4,0.402472926,0.134129529,-0.284885739
5/1/1958,0.1,0.12,-0.13,0.1,0.097008195,0.117695924,-0.126906747
6/1/1958,0.89,0.61,0.37,0.89,0.893061224,0.606301427,0.372264657
7/1/1958,1.81,1.54,1.37,1.81,1.813703509,1.541968708,1.369523394
8/1/1958,-0.2,1.69,1.38,-0.2,-0.199572204,1.685133968,1.375938069
9/1/1958,-0.57,1.11,1.16,-0.57,-0.570683686,1.110815948,1.160784959
10/1/1958,-0.86,-1.17,0.91,-0.86,-0.85983204,-1.171707014,0.90812559
11/1/1958,-0.48,-1.36,0.93,-0.48,-0.47764405,-1.356605123,0.933467935
12/1/1958,0.24,-1.02,0.67,0.24,0.242084882,-1.021176427,0.67214384
1/1/1959,0.45,-0.19,-1.29,0.45,0.453056758,-0.191754658,-1.292562832
2/1/1959,0.19,0.24,-1.28,0.19,0.189461749,0.236054939,-1.28255173
3/1/1959,-0.09,-0.04,-0.9,-0.09,-0.093790126,-0.040154782,-0.902794724
4/1/1959,-1.86,-1.41,-1.25,-1.86,-1.860539217,-1.412710285,-1.252184348
5/1/1959,0.43,-0.51,-0.46,0.43,0.43346711,-0.512941871,-0.45882088
6/1/1959,0.97,0.22,0.12,0.97,0.968486974,0.218841333,0.116415013
7/1/1959,-0.52,0.34,-0.24,-0.52,-0.521601524,0.339651548,-0.242987492
8/1/1959,0.41,0.31,-0.17,0.41,0.411353513,0.307377509,-0.174527415
9/1/1959,0.4,-0.18,-0.04,0.4,0.397454577,-0.180729607,-0.040322779
10/1/1959,0.54,0.5,0.49,0.54,0.535392517,0.498556043,0.487452002
11/1/1959,-1.2,0.17,0.26,-1.2,-1.200383483,0.167546225,0.255572181
12/1/1959,-1.5,-0.35,-0.39,-1.5,-1.504466926,-0.345423558,-0.386072103
1/1/1960,0.16,-1.47,0.06,0.16,0.155346076,-1.472933024,0.057585325
2/1/1960,2.14,1.12,0.55,2.14,2.143979047,1.122109442,0.551583166
3/1/1960,-0.54,0.73,0.18,-0.54,-0.537076393,0.732181622,0.175875597
4/1/1960,0.99,1.11,0.59,0.99,0.990731114,1.113293068,0.590667487
5/1/1960,0.37,0.52,0.75,0.37,0.370395071,0.518318884,0.746842389
6/1/1960,-0.97,0.11,0.3,-0.97,-0.974130677,0.105589438,0.300417143
7/1/1960,-0.58,-0.73,-0.08,-0.58,-0.581651481,-0.726944642,-0.076079412
8/1/1960,0.36,-0.94,-0.38,0.36,0.360845656,-0.942283357,-0.384474345
9/1/1960,-0.22,-0.62,-0.42,-0.22,-0.217023548,-0.623817817,-0.417317156
10/1/1960,0.44,0.01,-0.71,0.44,0.435135437,0.007537833,-0.708644136
11/1/1960,-0.32,-0.26,-1.01,-0.32,-0.319916002,-0.263404721,-1.009106
12/1/1960,0.15,0.07,-0.61,0.15,0.151143934,0.065245028,-0.613525137
1/1/1961,-1.24,-0.93,-0.36,-1.24,-1.23679973,-0.929571917,-0.360113876
2/1/1961,0.54,-0.23,-0.5,0.54,0.543299477,-0.231987505,-0.498013891
3/1/1961,0.51,0.15,0,0.51,0.510563068,0.154919838,0.004046103
4/1/1961,0.21,0.34,-0.05,0.21,0.208762134,0.340415024,-0.051650993
5/1/1961,1.28,1.07,0.91,1.28,1.280938466,1.073535045,0.911426149
6/1/1961,-1.71,0.19,0.15,-1.71,-1.705948734,0.188895555,0.153731234
7/1/1961,0.79,0.55,0.56,0.79,0.788159728,0.554418807,0.558487307
8/1/1961,-0.76,-0.6,0.3,-0.76,-0.755512044,-0.599810327,0.300676217
9/1/1961,0.97,0.73,0.58,0.97,0.972795217,0.725439335,0.576854664
10/1/1961,-0.31,0.09,0.46,-0.31,-0.313318992,0.092748785,0.463416136
11/1/1961,-0.35,0.46,-0.3,-0.35,-0.349891361,0.455424813,-0.302253388
12/1/1961,-0.8,-0.88,0.32,-0.8,-0.798809544,-0.875651391,0.321989283
1/1/1962,-0.99,-1.41,-0.37,-0.99,-0.989192669,-1.409413759,-0.371512278
